================ Training Loss (Wed Mar  9 05:56:39 2022) ================
(epoch: 1, iters: 100, time: 0.312, data: 0.138) D_A: 0.259 G_A: 0.386 cycle_A: 0.860 idt_A: 0.550 D_B: 0.494 G_B: 0.190 cycle_B: 1.194 idt_B: 0.377 
(epoch: 1, iters: 200, time: 0.313, data: 0.002) D_A: 0.289 G_A: 0.171 cycle_A: 0.431 idt_A: 0.286 D_B: 0.338 G_B: 0.347 cycle_B: 0.732 idt_B: 0.178 
(epoch: 1, iters: 300, time: 0.312, data: 0.001) D_A: 0.326 G_A: 0.695 cycle_A: 1.554 idt_A: 0.316 D_B: 0.375 G_B: 0.406 cycle_B: 0.589 idt_B: 0.735 
(epoch: 1, iters: 400, time: 0.532, data: 0.001) D_A: 0.234 G_A: 0.159 cycle_A: 0.746 idt_A: 0.296 D_B: 0.236 G_B: 0.214 cycle_B: 0.642 idt_B: 0.346 
(epoch: 1, iters: 500, time: 0.313, data: 0.002) D_A: 0.255 G_A: 0.401 cycle_A: 0.459 idt_A: 0.448 D_B: 0.357 G_B: 0.158 cycle_B: 1.012 idt_B: 0.225 
(epoch: 1, iters: 600, time: 0.312, data: 0.002) D_A: 0.230 G_A: 0.363 cycle_A: 0.636 idt_A: 0.290 D_B: 0.256 G_B: 0.234 cycle_B: 0.712 idt_B: 0.293 
(epoch: 1, iters: 700, time: 0.314, data: 0.002) D_A: 0.199 G_A: 0.426 cycle_A: 0.347 idt_A: 0.258 D_B: 0.282 G_B: 0.303 cycle_B: 0.615 idt_B: 0.149 
(epoch: 1, iters: 800, time: 0.376, data: 0.002) D_A: 0.162 G_A: 0.506 cycle_A: 0.519 idt_A: 0.446 D_B: 0.238 G_B: 0.132 cycle_B: 0.905 idt_B: 0.243 
(epoch: 1, iters: 900, time: 0.311, data: 0.000) D_A: 1.037 G_A: 1.715 cycle_A: 0.602 idt_A: 0.256 D_B: 0.359 G_B: 0.465 cycle_B: 0.483 idt_B: 0.258 
(epoch: 1, iters: 1000, time: 0.312, data: 0.001) D_A: 0.341 G_A: 0.099 cycle_A: 0.660 idt_A: 0.567 D_B: 0.270 G_B: 0.381 cycle_B: 1.266 idt_B: 0.298 
(epoch: 1, iters: 1100, time: 0.313, data: 0.001) D_A: 0.285 G_A: 0.579 cycle_A: 0.463 idt_A: 0.293 D_B: 0.341 G_B: 0.092 cycle_B: 0.833 idt_B: 0.208 
